appid,windows_req,mac_req,linux_req,required_age,awards
509170,Minimum: OS *: Windows 7 Processor: NVIDIA GTX 970 / AMD 290 equivalent or greater Memory: 8 GB RAM Graphics: Intel i5-4590 equivalent or greater DirectX: Version 10 Storage: 912 MB available space VR Support: SteamVR or Oculus PC. Standing or Room Scale. Keyboard or gamepad required,,,0,Award
510280,"Minimum: OS *: Windows XP Service Pack 3 or newer Processor: 1 GHz Processor Memory: 512 MB RAM Graphics: A nVidia or AMD graphics card with latest drivers. Avoid any hardware using Intel graphics chips. Additional Notes: Mouse, & Keyboard",,,0,
510290,Minimum: Requires a 64-bit processor and operating system OS *: Windows 7 SP1 64 bit or newer Processor: Intel i5-4590 equivalent or greater Memory: 4 GB RAM Graphics: NVIDIA GTX 780 equivalent Storage: 2500 MB available space VR Support: SteamVR or Oculus PC,Minimum:,Minimum:,0,
510320,"Minimum: OS *: Windows Vista, 7/8/10 Processor: 1GHz Memory: 1 GB RAM Graphics: 128MB DirectX 9.0c Dedicated Video Card DirectX: Version 9.0c Storage: 2 GB available space Sound Card: DirectX 9 Supported",,,0,
510370,Minimum: OS *: Windows 7 Processor: i5 Memory: 4 GB RAM Graphics: 1 GB Video Card DirectX: Version 12 Network: Broadband Internet connection Storage: 1500 MB available space,,,0,
510430,Minimum: OS *: Windows 7 Processor: Intel Core2 Duo E8400 Memory: 2 GB RAM Graphics: Radeon HD 3870 DirectX: Version 10 Storage: 600 MB available space,,,0,Award
510420,Minimum: OS *: Windows XP Memory: 2 GB RAM DirectX: Version 9.0 Storage: 1 GB available space,Minimum: OS: Mac OS X 10.7 Memory: 2 GB RAM Storage: 1 GB available space,Minimum: OS: Ubuntu 12.04 Memory: 2 GB RAM Storage: 1 GB available space,0,
510490,"Minimum: OS *: Windows 7 SP1+, 8, 10 Processor: 2.5 GHz dual core Memory: 8 GB RAM Graphics: GeForce GTX 560 or equivalent Storage: 1400 MB available space",Minimum: OS: Mac OS X 10.9+ Processor: 2.5 GHz dual core Memory: 8 GB RAM Graphics: Intel HD 4000 or better Storage: 1400 MB available space,Minimum: OS: Ubuntu 10.04 or later Processor: 2.5 GHz dual core Memory: 8 GB RAM Graphics: GeForce GTX 560 or equivalent Storage: 1400 MB available space,0,Award
510500,"Minimum: Requires a 64-bit processor and operating system OS: windows 10 - 64 bit Processor: AMD Duel core or Intel i5 Memory: 6 GB RAM Graphics: Mid range - 4GB VRAM, game is graphically intensive. DirectX: Version 11 Network: Broadband Internet connection Storage: 8 GB available space Additional Notes: Specs are subject to change as the game develops, game also has graphical quality options to cater for different setups",Minimum: OS: Catalina Processor: Intel i7 Memory: 8 GB RAM Graphics: A really good Radeon or Nvidia card Storage: 2 GB available space Additional Notes: You really do need a good Mac to play this for example it wont be smooth on 2016 Macbook pro,Minimum:,0,
510540,"Minimum: OS *: Windows 7 Processor: 2 Ghz dual core Memory: 4 GB RAM Graphics: Hardware Accelerated Graphics with dedicated memory, 1GB memory recommended Storage: 2 GB available space","Minimum: OS: Mac OSX 10.12 or higher Processor: 2 Ghz Memory: 4 MB RAM Graphics: Hardware Accelerated Graphics with dedicated memory, 1GB memory recommended Storage: 2 GB available space",Minimum: OS: Ubuntu 14 or higher,0,Award
510520,Minimum: OS *: Windows XP SP2+ Processor: Intel i3 Memory: 4 GB RAM Graphics: DX9 (shader model 3.0) or DX11 with feature level 9.3 capabilities. DirectX: Version 9.0 Storage: 500 MB available space,Minimum: OS: Mac OS X 10.8+ Processor: 2.4 GHz Intel Core i5 Memory: 4 GB RAM Graphics: DX9 (shader model 3.0) or DX11 with feature level 9.3 capabilities. Storage: 550 MB available space,,0,
510660,Minimum: OS *: Windows XP Processor: Intel Pentium or compatible Memory: 1 GB RAM,,,16,
510680,Minimum: OS *: Windows 7 SP1 Processor: 1GHz Memory: 1 GB RAM Graphics: Any Storage: 1 GB available space Sound Card: Any,,,0,
510700,Minimum: Requires a 64-bit processor and operating system OS *: Windows 7 Processor: Intel i5-4590 3.3 GHz Memory: 8 GB RAM Graphics: NVIDIA GTX 970 DirectX: Version 10 Storage: 7 GB available space VR Support: SteamVR or Oculus PC,Minimum:,Minimum:,0,
510710,Minimum: OS *: Windows 7 Processor: Intel i5-4590 Memory: 1 GB RAM Graphics: NVIDIA GTX 970 Storage: 1 GB available space VR Support: SteamVR. Room Scale 2m by 1.5m area required Additional Notes: Non-VR Version does not require as high of a minimum specs in order to run well.,,,0,
510740,"Minimum: OS *: Windows 7 Service Pack 1 or newer Processor: Intel i5-4590, AMD FX 8350 or better Memory: 4 GB RAM Graphics: Nvidia Geforce GTX 970, AMD Radeon R9 290 or better Storage: 3 GB available space VR Support: SteamVR or Oculus PC. Room Scale 2m by 1.5m area required",,,0,Award
510750,Minimum: OS: XP Processor: 1.2 GHz Pentium 4 Memory: 2 GB RAM Storage: 2 GB available space,Minimum: OS: Mac OS X 10.6 Processor: Any 64 bit processor Memory: 2 GB RAM Storage: 2 GB available space,Minimum: OS: Linux x86/x86_64 Processor: 1.2 GHz Pentium 4 Memory: 2 GB RAM Storage: 2 GB available space,0,
510770,"Minimum: OS *: Windows 7, Windows 8, Windows 10, Windows 11 Processor: Intel or AMD dual core Memory: 1 GB RAM Graphics: NVidia, AMD, or integrated graphics card DirectX: Version 9.0 Storage: 50 MB available space Additional Notes: Will require an internet connection to solve some game puzzles",,,0,
510730,Minimum: OS *: Windows 7 Processor: Dual Core 2.5 GHz Memory: 1 GB RAM Graphics: Geforce 460 DirectX: Version 11 Storage: 600 MB available space,,,0,
510780,Minimum: OS *: Windows XP or newer Processor: Support for SSE2 instruction set Memory: 512 MB RAM Storage: 200 MB available space,Minimum: OS: Mac OS X 10.6 or newer Processor: Support for SSE2 instruction set Memory: 512 MB RAM Graphics: OpenGL Storage: 200 MB available space,Minimum: OS: Ubuntu 10.10 or newer Processor: Support for SSE2 instruction set Memory: 512 MB RAM Graphics: OpenGL Storage: 200 MB available space,0,
510840,"Minimum: OS *: 64-Bit or 32-Bit Windows 7 Processor: Intel Core i5-2400 | AMD FX-6100, or better Memory: 4 GB RAM Graphics: DirectX10 Compatible GPU, NVIDIA GeForce 470 GTX or AMD Radeon 6870 HD series card or higher DirectX: Version 10 Network: Broadband Internet connection Storage: 7 GB available space Additional Notes: It is possible to run the game on lower specs than what is noted as minimum, but we do not recommend it. These minimum specs are of really low graphics quality but it does not affect the gameplay, only the graphics.","Minimum: OS: OS X 10.9.2. Processor: Quad-core Intel or AMD processor, 2 GHz or faster Memory: 4 GB RAM Graphics: DirectX10 Compatible GPU, NVIDIA GeForce 470 GTX or AMD Radeon 6870 HD series card or higher Or OpenGL 3 Compatible GPU with 2GB Video RAM Network: Broadband Internet connection Storage: 7 GB available space Additional Notes: It is possible to run the game on lower specs than what is noted as minimum, but we do not recommend it. These minimum specs are of really low graphics quality but it does not affect the gameplay, only the graphics.","Minimum: OS: Ubuntu Equivalent Distro Processor: Quad-core Intel or AMD processor, 2 GHz or faster Memory: 4 GB RAM Graphics: DirectX10 Compatible GPU, NVIDIA GeForce 470 GTX or AMD Radeon 6870 HD series card or higher Or OpenGL 3 Compatible GPU with 1GB Video RAM Storage: 7 GB available space Additional Notes: It is possible to run the game on lower specs than what is noted as minimum, but we do not recommend it. These minimum specs are of really low graphics quality but it does not affect the gameplay, only the graphics.",0,
510850,Minimum: OS: Windows 10 Processor: Intel i3-6100 / AMD FX4350 or greater Memory: 8 GB RAM Graphics: Nvidia Geforce GTX 1060 or AMD Radeon RX480 VR Support: SteamVR or Oculus PC,,,0,
510990,Minimum: OS *: Windows 7 SP1 Processor: Intel(R) Core(TM) i5-4790M CPU @3.60GHz Memory: 8 GB RAM Graphics: NVIDIA GeForce GTX 970 DirectX: Version 11 Storage: 500 MB available space VR Support: SteamVR or Oculus PC Additional Notes: Requires tracked motion controllers for input,,,0,
511010,"Minimum: OS *: Windows XP, Vista, 7, 8, 10 Processor: Intel Core 2 Duo Memory: 2 GB RAM Graphics: DirectX 10 compatible video card with shader model 3.0 support DirectX: Version 10 Storage: 1 GB available space Sound Card:",Minimum: OS: 10.6.8 (Snow leopard) Processor: Intel Core 2 Duo Memory: 2 GB RAM Graphics: OpenGL 3.0+ support Storage: 1 GB available space,"Minimum: OS: Ubuntu 12.04 or distribution base on Ubuntu, Linux mint 17 Processor: Intel Core 2 Duo Memory: 2 GB RAM Graphics: OpenGL 3.0+ support Storage: 1 GB available space",0,
510960,Minimum: OS *: Windows 7 SP1 or newer 64 bit Processor: SSE2 instruction set support Graphics: DX9(shader model 3) or DX11 level 9.3 capabilities DirectX: Version 9.0 Storage: 410 MB available space VR Support: SteamVR. Room Scale 2.75m by 2.75m area required Additional Notes: 2.75m x 2.75m Space,,,0,
511070,Minimum: OS *: Windows 7 Graphics: Vertex / Pixel Shaders: 4.0 DirectX: Version 11 Storage: 512 MB available space,,,0,
511110,Minimum: OS *: Windows 7 or Newer Processor: 2.4 GHz Dual core Memory: 2048 MB RAM Graphics: NVIDIA GTX 260 or ATI 4850 DirectX: Version 9.0c Network: Broadband Internet connection Storage: 3000 MB available space,,,0,
511090,Minimum: Requires a 64-bit processor and operating system OS *: Windows 7 64bit or higher Processor: Intel Core i3-2100 or AMD equivalent Memory: 4 GB RAM Graphics: 512 mb video memory DirectX: Version 9.0c Storage: 200 MB available space,Minimum: OS: Mac OSX 10.7 and above Processor: 2 GHz Memory: 4 GB RAM Graphics: 512 mb video memory Storage: 150 MB available space,Minimum:,0,
511190,Minimum: OS *: Windows 7 Processor: Dual Core CPU @ 2.2 GHz Memory: 2 GB RAM Graphics: Nvidia GeForce 8800 GT / ATI Radeon HD 4770 DirectX: Version 9.0 Storage: 750 MB available space Additional Notes: Mouse with at least two buttons,Minimum: OS: Mac OS X 10.8 Processor: Intel Core 2 Duo @ 2.2 GHz Memory: 2 GB RAM Graphics: Nvidia GeForce 8800 GT / ATI Radeon HD 4770 Storage: 760 MB available space Additional Notes: Mouse with at least two buttons,Minimum: OS: Ubuntu 12.04+ Processor: Dual Core CPU @ 2.2 GHz Memory: 2 GB RAM Graphics: Nvidia GeForce 8800 GT / ATI Radeon HD 4770 Storage: 760 MB available space Additional Notes: Mouse with at least two buttons,0,
511230,Minimum: OS *: Windows 7 Processor: Intel Dual-Core 2.4 GHz Memory: 2 GB RAM Graphics: NVIDIA GeForce 8800GT DirectX: Version 10 Storage: 350 MB available space Sound Card: DirectX®-compatible,,,0,
511250,Minimum: OS *: Windows Vista/7+ Processor: 2.0 GHz or higher Memory: 2 GB RAM Graphics: Direct X9 capable or higher DirectX: Version 9.0 Storage: 350 MB available space,Minimum: OS: Mac OS X 10.8+ Processor: 2.0 GHz or higher Memory: 2 GB RAM Graphics: Almost anything from the last ten years Storage: 350 MB available space,"Minimum: OS: SteamOS, Ubuntu 12.04+ Processor: 2.0 GHz or higher Memory: 2 GB RAM Graphics: Almost anything from the last ten years, integrated graphics should work fine, even Storage: 350 MB available space",0,
511320,Minimum: OS *: Windows 7 Processor: 1Ghz Memory: 2 GB RAM Graphics: DirectX or OpenGL compatible card DirectX: Version 9.0 Storage: 1 GB available space Additional Notes: Minimum Resolution: 1280x720,,,0,
511330,"Minimum: OS *: Windows Vista, 7, 8, 8.1, 10, 11 Processor: 1.0 Ghz Memory: 512 MB RAM Graphics: 256MB DirectX: Version 9.0 Storage: 150 MB available space",,,0,
511360,Minimum: OS *: Windows 8.1 64-bit Processor: Intel Quad Core Memory: 8 GB RAM Graphics: Nvidia 970 or better Storage: 1 GB available space VR Support: SteamVR,,,0,
511350,"Minimum: OS *: Windows XP, Vista, 7, 8, 8.1, 10... was Windows 9 a thing? Processor: As long as it's not a food processor, use around 1.2 GHz or faster. Memory: 512 MB RAM Graphics: At least 128MB of video memory. Network: Broadband Internet connection Storage: 150 MB available space Additional Notes: *Take it easy with the controller, we don't need more proctologist stories...",,,0,
511390,"Minimum: OS *: Windows XP SP2+ Processor: Intel Core 2 Duo E4500 @ 2.2GHz or AMD Athlon 64 X2 5600+ @ 2.8 GHz Memory: 2 GB RAM Graphics: GeForce 240 GT or Radeon HD 6570 – 512 MB DirectX: Version 9.0c Storage: 1 GB available space Additional Notes: The system requirements have not been tested. If you find any issues with your hardware, please contact us.","Minimum: OS: Mac OS X 10.8+ Processor: Intel Core 2 Duo E4500 @ 2.2GHz or AMD Athlon 64 X2 5600+ @ 2.8 GHz Memory: 2 GB RAM Graphics: GeForce 240 GT or Radeon HD 6570 – 512 MB Storage: 1 GB available space Additional Notes: Enabling right click highly recommended! The system requirements have not been tested. If you find any issues with your hardware, please contact us.","Minimum: OS: Ubuntu 12.04+/SteamOS+ Processor: Intel Core 2 Duo E4500 @ 2.2GHz or AMD Athlon 64 X2 5600+ @ 2.8 GHz Memory: 2 GB RAM Graphics: GeForce 240 GT or Radeon HD 6570 – 512 MB Storage: 1 GB available space Additional Notes: The system requirements have not been tested. If you find any issues with your hardware, please contact us.",0,
511430,Minimum: Requires a 64-bit processor and operating system OS *: Windows 7 64-Bit Processor: 2.2 GHz Dual-Core CPU Memory: 8 GB RAM Graphics: DirectX11 Compatible GPU with 2 GB Video RAM (work on integrated and mobile graphics cards has not been tested and is not guaranteed!) DirectX: Version 11 Network: Broadband Internet connection Storage: 10 GB available space,Minimum:,Minimum:,0,
511420,Minimum: OS *: Windows 7 SP1 or newer Processor: Intel Core i5 4590 or AMD FX 8350 or greater Memory: 4 GB RAM Graphics: GeForce GTX 970 or AMD Radeon R9 290 or better DirectX: Version 11 Storage: 500 MB available space VR Support: SteamVR. Standing or Room Scale,,,0,
511460,Minimum: Requires a 64-bit processor and operating system OS *: Windows 7 64 bit Processor: 2.0 GHz+ Dual Core Memory: 4 GB RAM Graphics: GTX 550 / Radeon 6850 DirectX: Version 11 Storage: 6 GB available space,Minimum:,Minimum:,0,
511500,Minimum: OS *: Windows XP SP2+ Processor: 1.5 GHz Core2Duo+ Memory: 2 GB RAM Graphics: DX9 (shader model 3.0) or DX11 with feature level 9.3 capabilities. DirectX: Version 9.0 Storage: 400 MB available space,Minimum: OS: Mac OS X 10.8+ Processor: 1.5 GHz Core2Duo+ Memory: 2 GB RAM Graphics: OpenGL 1.4+ Storage: 600 MB available space,Minimum: OS: Ubuntu 12.04+ Processor: 1.5 GHz Core2Duo+ Memory: 2 GB RAM Graphics: OpenGL 1.4+ Storage: 600 MB available space,0,Award
511490,Minimum: OS *: Windows 7 64 bits Processor: AMD ATHLON II X 2 Memory: 4 GB RAM Graphics: Intel HD 4000 or higher DirectX: Version 10 Storage: 10 GB available space,,,0,
511560,Minimum: OS *: Windows 7 SP1 or newer Processor: Intel® i5-4590 / AMD FX 8350 equivalent or greater Memory: 4 GB RAM Graphics: NVIDIA GeForce® GTX 970 / AMD Radeon™ R9 290 equivalent or greater Storage: 260 MB available space VR Support: SteamVR. Standing or Room Scale,,,0,
511600,Minimum: Requires a 64-bit processor and operating system OS: WIN7 Processor: I5 4570 Memory: 4096 MB RAM Graphics: Geforce gtx970 DirectX: Version 11 Storage: 920 MB available space Sound Card: 10.59 VR Support: SteamVR,Minimum:,Minimum:,0,
511630,Minimum: OS *: Windows 7 or Higher Processor: Intel Core2 Duo or Better Memory: 4 GB RAM Graphics: DirectX 9/OpenGL 4.1 capable GPU Storage: 400 MB available space Additional Notes: 1280x768 or better Display,,,0,
511570,Minimum: OS: Windows 10 Processor: Intel i5-4590 Memory: 8 GB RAM Graphics: NVIDIA GeForce GTX 970 DirectX: Version 11 Network: Broadband Internet connection Storage: 2 GB available space VR Support: SteamVR,,,0,
511610,"Minimum: OS *: Windows XP, Vista, 7 Processor: Pentium 4 2.0GHz Memory: 512 MB RAM Graphics: GeForce 205 , Radeon HD 4290 DirectX: Version 9.0 Network: Broadband Internet connection Storage: 200 MB available space",Minimum: OS: 10.9.0 Processor: Intel i3 1.4 GHz Memory: 2048 MB RAM Graphics: Intel HD Graphics 5000 1536 MB Storage: 200 MB available space,,0,
511690,Minimum: OS *: Windows 7 Processor: i5 Memory: 4 GB RAM Graphics: Nvidia Geforce Gtx 970 Storage: 500 MB available space VR Support: SteamVR,,Minimum: Processor: i5 Memory: 4 GB RAM Graphics: Nvidia Geforce Gtx 970 Storage: 500 MB available space,0,
511660,"Minimum: OS *: Windows 98, XP, Vista, 7 Processor: Pentium 350MHz Memory: 64 MB RAM Graphics: DirectX-compatible video card that supports 16bit graphics Storage: 90 MB available space Sound Card: DirectX-compatible sound card. Additional Notes: Combatability problems can be avoided by setting the executable to run in compatibility mode for windows XP. The .exe files are usually in their respective game folders at \Steam\steamapps\common",,,0,
511700,Minimum: Requires a 64-bit processor and operating system OS *: Windows 7 SP1 Processor: Intel Core i5 4590 Memory: 8 GB RAM Graphics: GeForce GTX 970 or AMD Radeon R9 290 Storage: 200 MB available space VR Support: SteamVR or Oculus PC. Standing or Room Scale,Minimum:,Minimum:,0,Award
511730,Minimum: OS: Windows 10 Processor: Intel i5-4590 Memory: 8 GB RAM Graphics: NVIDIA GeForce GTX 970 DirectX: Version 11 Network: Broadband Internet connection Storage: 2 GB available space VR Support: SteamVR. Standing or Room Scale,,,0,
511720,"Minimum: Requires a 64-bit processor and operating system OS *: Windows 7 (64-bit) Processor: 2.4 GHz Memory: 2 GB RAM Graphics: Onboard, minimum resolution 1280 x 768 Storage: 2 GB available space Sound Card: Internal sound card Additional Notes: Supported import formats Video: (DV-)AVI, HEVC/H.265*, M(2)TS, MJPEG, MKV, MOV, MPEG-1/2/4, MXV, VOB, WMV(HD) Audio: MIDI, MP3, OGG, Surround sound/5.1, WAV, WMA Image: BMP, GIF, JPEG, TGA, TIF  Supported export formats Disc: DVD, Blu-ray Disc, AVCHD disc Video: (DV-)AVI, HEVC/H.265*, MJPEG, MOV, MPEG-1/2/4, MXV, WMV(HD) Audio: MP3, Surround sound/5.1, WAV Image: BMP, JPEG  *HEVC encoding requires fee-based activation. MP3 export requires installation of Windows Media Player Version 10 or higher.",Minimum:,Minimum:,0,
511740,"Minimum: OS *: Windows 7, Windows 8.1, Windows 10 Processor: Intel Core i3-550 / AMD Phenom II X4 964 Memory: 6 GB RAM Graphics: NVIDIA GeForce GTS 450 / ATI Radeon HD 5870 DirectX: Version 9.0c Storage: 10 GB available space",,,0,
511790,"Minimum: OS *: Windows Vista, 7, 8, 10 Processor: 2 GHz Intel Celeron processor Memory: 2 GB RAM Graphics: OpenGL drivers v2.1 or above Storage: 1 GB available space",Minimum: OS: Mac OS X 10.7+ Processor: 1.1GHz Intel Dual-Core (m3) Memory: 2 GB RAM Graphics: Intel Integrated Graphics Storage: 1 GB available space,,0,
511800,"Minimum: OS *: Windows XP SP2+, Vista, Windows 7 or Windows 8 Processor: 2 GHz Dual Core CPU Memory: 4 GB RAM Graphics: Video card with 512 mb and higher DirectX: Version 11 Network: Broadband Internet connection Storage: 800 MB available space",Minimum: OS: OS X 10.9.5 or higher Processor: 1.6 GHz Intel Core i5 Memory: 4 GB RAM Graphics: Intel HD 3000 Network: Broadband Internet connection Storage: 800 MB available space,"Minimum: OS: Ubuntu Processor: 2 GHz Dual Core CPU Memory: 4 GB RAM Graphics: Video card with 512 mb, OpenGL 3.2 to OpenGL 4.5 Network: Broadband Internet connection Storage: 800 MB available space",0,
511810,Minimum: OS *: Windows XP/Vista/7/8/10 Processor: 1.6 GHz Memory: 1 GB RAM Graphics: DirectX 9.0c compatible video card DirectX: Version 9.0c Storage: 200 MB available space Sound Card: Compatible sound card,Minimum: OS: OS X 10.6 Snow Leopard Processor: 1.6 GHz Intel processor Memory: 512 MB RAM Graphics: Integrated graphics supporting OpenGL 1.1 Storage: 200 MB available space,,0,
511820,Minimum: OS *: Windows XP SP2+ Processor: 1 GHz Memory: 512 MB RAM Graphics: DX9 (shader model 3.0) DirectX: Version 9.0 Storage: 250 MB available space,Minimum: OS: Mac OS X 10.8+ Processor: 1 GHz Memory: 512 MB RAM Graphics: DX9 (shader model 3.0) Storage: 250 MB available space,"Minimum: OS: Ubuntu 12.04+, SteamOS+ Processor: 1 GHz Memory: 512 MB RAM Graphics: DX9 (shader model 3.0) Storage: 250 MB available space",0,Award
511830,Minimum: OS *: Windows 7 SP1 or newer Processor: i5-4590 or equivalent Memory: 4 GB RAM Graphics: Nvidia GTX 970 (VR) or AMD equivalent DirectX: Version 11 Storage: 1100 MB available space VR Support: SteamVR. Standing or Room Scale,,,0,
511680,Minimum: OS *: Windows 7+ Processor: Intel Core i5-3570 Memory: 4 GB RAM Graphics: NVIDIA GeForce GTX 550 Ti DirectX: Version 11 Storage: 5 GB available space Sound Card: Compatible with DirectX 11.0,,,0,
511920,"Minimum: OS *: Windows Vista / 7 / 8 / 10 Processor: 2.0 GHz Memory: 2 GB RAM Graphics: ATI Radeon(TM) 9500 or better, NVIDIA GeForce(TM) FX 5900 or better, Intel GMA 950 or better DirectX: Version 10 Storage: 70 MB available space","Minimum: OS: macOS 10.10+ Processor: 2.0 GHz Memory: 2 GB RAM Graphics: ATI Radeon(TM) 9500 or better, NVIDIA GeForce(TM) FX 5900 or better, Intel GMA 950 or better Storage: 70 MB available space","Minimum: OS: Ubuntu 16.04+, SteamOS Processor: 2.0 GHz Memory: 2 GB RAM Graphics: ATI Radeon(TM) 9500 or better, NVIDIA GeForce(TM) FX 5900 or better, Intel GMA 950 or better Storage: 70 MB available space",0,
511960,Minimum: OS *: Windows 7 Processor: 2Ghz Memory: 4 MB RAM Graphics: Dedicated recommended DirectX: Version 9.0 Storage: 350 MB available space,Minimum: OS: Latest OSX Processor: 2Ghz Memory: 4 MB RAM Storage: 350 MB available space,,0,
512000,Minimum: OS *: Windows XP Processor: Intel I-3 Memory: 4 GB RAM Graphics: 512 MB Video Card DirectX: Version 8.0 Storage: 160 MB available space,,,0,
512020,Minimum: OS: Windows Processor: 1.8Ghz Memory: 1 GB RAM Graphics: Nvidia GTX 9500 or equivalent DirectX: Version 9.0 Storage: 250 MB available space Sound Card: Any sound card Additional Notes: Box Maze hardly uses any computing power and is very likely to run smooth on most computers. If your pc has lower specs than this and runs the game without issues please let us know so we can look into it and update this information.,,,0,
512400,"Minimum: Requires a 64-bit processor and operating system OS *: Windows 7, Windows 8.1, Windows 10 Processor: Intel i5-4590 Memory: 8 GB RAM Graphics: NVIDIA GTX 970 or AMD 290 DirectX: Version 11 Storage: 100 MB available space VR Support: SteamVR or Oculus PC. Keyboard or gamepad required",Minimum:,Minimum:,0,
512410,Minimum: OS *: Windows 7 or later. Processor: Intel Core i5 4590 or AMD FX 8350 or greater. Memory: 4 GB RAM Graphics: GeForce GTX 970 or AMD Radeon R9 290 DirectX: Version 11 Storage: 300 MB available space Sound Card: NA VR Support: SteamVR,,,0,
512370,Minimum: OS *: Windows 7 or Later Processor: 3Ghz or Faster Memory: 1024 MB RAM Graphics: Intel HD 3000/Radeon HD 5450 or Better DirectX: Version 9.0c Storage: 3 GB available space Sound Card: Anything that can handle .oggs,Minimum: OS: OSX Snow Leopard or Later Processor: 3Ghz or Faster Memory: 1024 MB RAM Graphics: Nvidia GeForce 510 or Better Storage: 3 GB available space Sound Card: Anything that can handle .oggs,Minimum: OS: Ubuntu 9.10 or Later Processor: 3Ghz or Faster Memory: 1024 MB RAM Graphics: Intel HD 3000/Radeon HD 5450/Nvidia GeForce 510 or Better Storage: 3 GB available space Sound Card: Anything that can handle .oggs,0,
512420,Minimum: Requires a 64-bit processor and operating system OS: Windows 10 Processor: Intel Core i5 4590 Memory: 8 GB RAM Graphics: GeForce GTX 970 or AMD Radeon R9 290 DirectX: Version 10 Storage: 1 GB available space VR Support: SteamVR. Standing or Room Scale,Minimum:,Minimum:,0,
512430,Minimum: OS *: Windows 7/8/10 Processor: Amd Atom Memory: 2 GB RAM Graphics: Onboard graphic card Storage: 160 MB available space Sound Card: Onboard sound card,,,0,
512460,"Minimum: Requires a 64-bit processor and operating system OS *: 64-bit Windows 7 SP1, Windows 8.1, Windows 10 Processor: 3 Ghz Dual-Core 64-bit CPU Memory: 8000 MB RAM Graphics: Dedicated Graphics Card with 2 GB VRAM, min DirectX10 necessary. DirectX: Version 10 Storage: 10000 MB available space",Minimum:,Minimum: OS: Ubuntu or equivalent distro Processor: 3 Ghz Dual-Core 64-bit CPU Memory: 8000 MB RAM Graphics: OpenGL 3 compatible GPU with 2 GB VRAM Storage: 10000 GB available space,0,
512470,Minimum: Requires a 64-bit processor and operating system OS *: Windows XP Processor: Core 2 Duo or equivalent - 1.5 GHz or higher Memory: 512 MB RAM Graphics: 256 MB VRAM DirectX: Version 9.0b Storage: 200 MB available space Sound Card: DirectX compatible,Minimum: OS: 10.8 Processor: 2 GHz or higher Memory: 512 MB RAM Graphics: 256 MB VRAM Storage: 200 MB available space,Minimum: OS: Ubuntu 12.04 / Steam OS Processor: 2 GHz or higher Memory: 512 MB RAM Graphics: 256 MB VRAM Storage: 200 MB available space,0,
512490,Minimum: OS *: Windows 7 (or higher) Memory: 4 GB RAM Graphics: GPU capable of Shader Model 2 and DirectX 9.0c or better. DirectX: Version 9.0c Network: Broadband Internet connection Storage: 300 MB available space,,,0,
512550,Minimum: OS *: Windows 7 Processor: Dual core 1.8ghz Memory: 2 GB RAM Graphics: Geforce 210 Storage: 2 GB available space Additional Notes: 1280x720 Resolution/ The game supports gamepads/joysticks once inside the game (after launch),,,0,
512560,Minimum: OS *: Windows Vista/7/ 8/10 Processor: Intel Pentium D or AMD Athlon 64 X2 Memory: 2 GB RAM Graphics: NVIDIA GeForce 6800 (256 MB) or ATI Radeon X1600 Pro (256 MB) or better DirectX: Version 9.0c Storage: 3 GB available space Sound Card: DirectX 9.0c,,,0,
512680,Minimum: OS: XP Processor: 1.5Ghz Dual Core Memory: 1024 MB RAM Graphics: GLES compatible graphics card DirectX: Version 10 Network: Broadband Internet connection Storage: 200 MB available space,,,0,
512630,"Minimum: OS *: Windows 7 SP1, Windows 8.1 or later, Windows 10 Processor: Intel i5-4590, AMD FX 8350 equivalent or better Memory: 4 GB RAM Graphics: Nvidia GeForce GTX 970, AMD Radeon R9 290 equivalent or better Storage: 200 MB available space VR Support: SteamVR or Oculus PC",,,0,
512640,Minimum: OS *: Windows XP/Windows Vista/Windows 7/8/10 Processor: 1.5Ghz or better Memory: 128 MB RAM Graphics: DirectX 9.0 Compatible Storage: 100 MB available space,,,0,
512700,Minimum: OS *: Windows 7 Processor: Intel i5 -4200 Memory: 3 GB RAM Graphics: Nvidia Geforce GT 610 DDR3 2GB or higher DirectX: Version 9.0 Storage: 3 GB available space Sound Card: Realteck on-board sound Additional Notes: 32-bit Operating System,,,0,
512740,Minimum: OS *: Windows Vista or later Processor: 1 GHz processor Memory: 512 MB RAM Graphics: OpenGL 2.0 or better Storage: 200 MB available space,"Minimum: OS: Mac OS X 10.8.3+, 10.9+ Processor: Intel Memory: 512 MB RAM Graphics: OpenGL 2.0 or better Storage: 200 MB available space",Minimum: Processor: 1 GHz processor Memory: 512 MB RAM Graphics: OpenGL 2.0 or better Storage: 200 MB available space,0,
512720,Minimum: Requires a 64-bit processor and operating system OS *: Windows 7 64-bit Processor: i3 Memory: 2 GB RAM Graphics: Intel HD 4000 Storage: 200 MB available space,Minimum:,Minimum: OS: Ubuntu 12.04 LTS 64-bit Processor: i3 Memory: 2 GB RAM Graphics: Intel HD 4000 Storage: 200 MB available space,0,
512770,Minimum: OS *: Windows 7 / 8 / 10 Processor: Intel Atom Quadcore Z3740 1.3GHz Memory: 1 GB RAM Graphics: Intel HD Integrated Storage: 100 MB available space,,,0,
512750,"Minimum: OS *: Windows 7, 8, 10 Processor: Intel Core i5 4590 or AMD FX 8350 Memory: 4 GB RAM Graphics: GeForce GTX 970 or AMD Radeon R9 290 Storage: 206 MB available space VR Support: SteamVR. Standing or Room Scale. Quest not supported.",,,0,
